token	lemma	pos	onset	offset	entity	babelfy_id (iob)	link	TP	FP	FN	OCR	
M.	monsieur	NOUN	9094	9095	M.	B-bn:00055346n	https://babelnet.org/synset?word=bn:00055346n&lang=FR&langTrans=DE	 	1	1	 	
Gladstone	Gladstone	PROPN	9097	9105	Gladstone			 	 	1	 	
,	,	PUNCT	9106	9106	,			 	 	 	 	
quand	quand	SCONJ	9108	9112	quand			 	 	 	 	
il	il	PRON	9114	9115	il			 	 	 	 	
prétend	prétendre	VERB	9117	9123	prétend	B-bn:00082754v	https://babelnet.org/synset?word=bn:00082754v&lang=FR&langTrans=DE	1	 	 	 	
remanier	remanier	ADJ	9125	9132	remanier			 	 	 	 	
à	à	ADP	9134	9134	à			 	 	 	 	
nouveau	nouveau	NOUN	9136	9142	nouveau	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	9144	9145	le			 	 	 	 	
bill	bill	NOUN	9147	9150	bill			 	 	 	 	
de	de	ADP	9152	9153	de			 	 	 	 	
réforme	réforme	NOUN	9155	9161	réforme	B-bn:00064868n	https://babelnet.org/synset?word=bn:00064868n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	9163	9164	de			 	 	 	 	
1867	1867	NUM	9166	9169	1867			 	 	1	 	
,	,	PUNCT	9170	9170	,			 	 	 	 	
et	et	CCONJ	9172	9173	et			 	 	 	 	
quand	quand	SCONJ	9175	9179	quand			 	 	 	 	
il	il	PRON	9181	9182	il			 	 	 	 	
refuse	refuser	VERB	9184	9189	refuse			 	 	1	 	
de	de	ADP	9191	9192	de			 	 	 	 	
dire	dire	VERB	9194	9197	dire	B-bn:00093287v	https://babelnet.org/synset?word=bn:00093287v&lang=FR&langTrans=DE	1	 	 	 	
ce	ce	PRON	9199	9200	ce			 	 	 	 	
qu'	que	PRON	9202	9204	qu'			 	 	 	 	
on	on	PRON	9205	9206	on			 	 	 	 	
fera	faire	VERB	9208	9211	fera	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
du	du	DET	9213	9214	du			 	 	 	 	
budget	budget	NOUN	9216	9221	budget	B-bn:00013640n	https://babelnet.org/synset?word=bn:00013640n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	9223	9224	de			 	 	 	 	
l'	le	DET	9226	9227	l'			 	 	 	 	
Eglise	eglise	NOUN	9228	9233	Eglise	B-bn:00018995n	https://babelnet.org/synset?word=bn:00018995n&lang=FR&langTrans=DE	1	 	 	 	
établie	établir	VERB	9235	9241	établie			 	 	1	 	
d'	de	ADP	9243	9244	d'			 	 	1	 	
Irlande	Irlande	PROPN	9245	9251	Irlande	B-bn:00030004n	https://babelnet.org/synset?word=bn:00030004n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	9252	9252	,			 	 	 	 	
quand	quand	SCONJ	9254	9258	quand			 	 	 	 	
on	on	PRON	9260	9261	on			 	 	 	 	
aura	avoir	VERB	9263	9266	aura	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	1	 	 	 	
aboli	aboli	ADJ	9268	9272	aboli	B-bn:00082148v	https://babelnet.org/synset?word=bn:00082148v&lang=FR&langTrans=DE	1	 	 	 	
cette	ce	DET	9274	9278	cette			 	 	 	 	
institution	institution	NOUN	9280	9290	institution	B-bn:00046954n	https://babelnet.org/synset?word=bn:00046954n&lang=FR&langTrans=DE	 	1	1	 	
protestante	protestant	ADJ	9292	9302	protestante	B-bn:00109148a	https://babelnet.org/synset?word=bn:00109148a&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	9303	9303	.			 	 	 	 	
En	En	ADP	9305	9306	En			 	 	 	 	
un	un	DET	9308	9309	un			 	 	 	 	
mot	mot	NOUN	9311	9313	mot	B-bn:00081546n	https://babelnet.org/synset?word=bn:00081546n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	9314	9314	,			 	 	 	 	
on	on	PRON	9316	9317	on			 	 	 	 	
s'	si	PRON	9319	9320	s'			 	 	 	 	
accorde	accorder	VERB	9321	9327	accorde	B-bn:00083445v	https://babelnet.org/synset?word=bn:00083445v&lang=FR&langTrans=DE	1	 	 	 	
généralement	généralement	ADV	9329	9340	généralement	B-bn:00114778r	https://babelnet.org/synset?word=bn:00114778r&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	9342	9342	à			 	 	 	 	
trouver	trouver	VERB	9344	9350	trouver	B-bn:00084231v	https://babelnet.org/synset?word=bn:00084231v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	9352	9353	le			 	 	 	 	
manifeste	manifester	NOUN	9355	9363	manifeste	B-bn:00053217n	https://babelnet.org/synset?word=bn:00053217n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	9365	9366	de			 	 	 	 	
M.	monsieur	NOUN	9368	9369	M.			 	 	1	 	
Gladstone	Gladstone	PROPN	9371	9379	Gladstone			 	 	1	 	
trop	trop	ADV	9381	9384	trop	B-bn:00115274r	https://babelnet.org/synset?word=bn:00115274r&lang=FR&langTrans=DE	 	1	1	 	
obscur	obscur	NOUN	9386	9391	obscur			 	 	1	 	
sur	sur	ADP	9393	9395	sur			 	 	 	 	
certains	certain	DET	9397	9404	certains			 	 	1	 	
points	point	NOUN	9406	9411	points	B-bn:00026622n	https://babelnet.org/synset?word=bn:00026622n&lang=FR&langTrans=DE	 	1	1	 	
importants	important	ADJ	9413	9422	importants	B-bn:00104680a	https://babelnet.org/synset?word=bn:00104680a&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	9424	9425	de			 	 	 	 	
la	le	DET	9427	9428	la			 	 	 	 	
politique	politique	NOUN	9430	9438	politique	B-bn:00063351n	https://babelnet.org/synset?word=bn:00063351n&lang=FR&langTrans=DE	 	1	1	 	
anglaise	anglais	ADJ	9440	9447	anglaise	B-bn:00102248a	https://babelnet.org/synset?word=bn:00102248a&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	9448	9448	.			 	 	 	 	
Prnsse	Prnsse	PROPN	9450	9455	Prnsse			 	 	1	1	
.	.	PUNCT	9456	9456	.			 	 	 	 	
—	--	PUNCT	9458	9458	—			 	 	 	 	
La	le	DET	9460	9461	La			 	 	 	 	
Prusse	prusse	NOUN	9463	9468	Prusse	B-bn:00064290n	https://babelnet.org/synset?word=bn:00064290n&lang=FR&langTrans=DE	1	 	 	 	
a	avoir	AUX	9470	9470	a			 	 	 	 	
vendu	vendre	VERB	9472	9476	vendu	B-bn:00093472v	https://babelnet.org/synset?word=bn:00093472v&lang=FR&langTrans=DE	1	 	 	 	
au	au	DET	9478	9479	au			 	 	 	 	
gouvernement	gouvernement	NOUN	9481	9492	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	 	1	1	 	
chinois	chinois	ADJ	9494	9500	chinois	B-bn:00099614a	https://babelnet.org/synset?word=bn:00099614a&lang=FR&langTrans=DE	 	1	1	 	
38	38	NUM	9502	9503	38			 	 	1	 	
0	0	NUM	9505	9507	0			 	 	1	 	
fusils	fusil	NOUN	9509	9514	fusils	B-bn:00067785n	https://babelnet.org/synset?word=bn:00067785n&lang=FR&langTrans=DE	1	 	 	 	
faisant	faire	VERB	9516	9522	faisant	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	 	1	1	 	
partie	partie	NOUN	9524	9529	partie	B-bn:00021395n	https://babelnet.org/synset?word=bn:00021395n&lang=FR&langTrans=DE	 	1	1	 	
des	un	DET	9531	9533	des			 	 	 	 	
armes	arme	NOUN	9535	9539	armes	B-bn:00005704n	https://babelnet.org/synset?word=bn:00005704n&lang=FR&langTrans=DE	 	1	1	 	
conquises	conquis	ADJ	9541	9549	conquises			 	 	 	 	
pendant	pendre	ADP	9551	9557	pendant			 	 	 	 	
la	le	DET	9559	9560	la			 	 	 	 	
campagne	campagne	NOUN	9562	9569	campagne	B-bn:00015050n	https://babelnet.org/synset?word=bn:00015050n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	9571	9572	de			 	 	1	 	
1866	1866	NUM	9574	9577	1866			 	 	1	 	
.	.	PUNCT	9578	9578	.			 	 	 	 	
Ces	ce	DET	9580	9582	Ces			 	 	 	 	
fusils	fusil	NOUN	9584	9589	fusils	B-bn:00067785n	https://babelnet.org/synset?word=bn:00067785n&lang=FR&langTrans=DE	1	 	 	 	
sont	être	AUX	9591	9594	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
presque	presque	ADV	9596	9602	presque	B-bn:00114079r	https://babelnet.org/synset?word=bn:00114079r&lang=FR&langTrans=DE	1	 	 	 	
neufs	neuf	ADJ	9604	9608	neufs	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=DE	 	1	1	 	
et	et	CCONJ	9610	9611	et			 	 	 	 	
d'	de	ADP	9613	9614	d'			 	 	 	 	
excellente	excellent	ADJ	9615	9624	excellente	B-bn:00102496a	https://babelnet.org/synset?word=bn:00102496a&lang=FR&langTrans=DE	 	1	1	 	
qualité	qualité	NOUN	9626	9632	qualité	B-bn:00065538n	https://babelnet.org/synset?word=bn:00065538n&lang=FR&langTrans=DE	 	1	1	 	
;	;	PUNCT	9634	9634	;			 	 	 	 	
du	du	DET	9636	9637	du			 	 	 	 	
dépôt	dépôt	NOUN	9639	9643	dépôt	B-bn:00026379n	https://babelnet.org/synset?word=bn:00026379n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	9645	9646	d'			 	 	 	 	
artillerie	artillerie	NOUN	9647	9656	artillerie	B-bn:00006173n	https://babelnet.org/synset?word=bn:00006173n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	9658	9659	de			 	 	 	 	
Stetlin	Stetlin	PROPN	9661	9667	Stetlin			 	 	1	 	
on	on	PRON	9669	9670	on			 	 	 	 	
les	le	PRON	9672	9674	les			 	 	 	 	
dirige	diriger	VERB	9676	9681	dirige	B-bn:00089113v	https://babelnet.org/synset?word=bn:00089113v&lang=FR&langTrans=DE	1	 	 	 	
actuellement	actuellement	ADV	9683	9694	actuellement	B-bn:00114905r	https://babelnet.org/synset?word=bn:00114905r&lang=FR&langTrans=DE	1	 	 	 	
sur	sur	ADP	9696	9698	sur			 	 	 	 	
Hong-Kong	Hong-Kong	PROPN	9700	9708	Hong-Kong	B-bn:00044647n	https://babelnet.org/synset?word=bn:00044647n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	9709	9709	.			 	 	 	 	
Autriche	Autriche	PROPN	9711	9718	Autriche	B-bn:00007266n	https://babelnet.org/synset?word=bn:00007266n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	9719	9719	.			 	 	 	 	
—	--	PUNCT	9721	9721	—			 	 	 	 	
Les	le	DET	9723	9725	Les			 	 	 	 	
journaux	journal	NOUN	9727	9734	journaux	B-bn:00057563n	https://babelnet.org/synset?word=bn:00057563n&lang=FR&langTrans=DE	 	1	1	 	
autrichiens	autrichien	NOUN	9736	9746	autrichiens			 	 	1	 	
nous	nous	PRON	9748	9751	nous			 	 	 	 	
apprennent	apprendre	VERB	9753	9762	apprennent	B-bn:00082281v	https://babelnet.org/synset?word=bn:00082281v&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	9764	9766	que			 	 	 	 	
le	le	DET	9768	9769	le			 	 	 	 	
gouvernement	gouvernement	NOUN	9771	9782	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	1	 	 	 	
commence	commencer	VERB	9784	9791	commence	B-bn:00083342v	https://babelnet.org/synset?word=bn:00083342v&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	9793	9793	à			 	 	 	 	
s'	si	PRON	9795	9796	s'			 	 	 	 	
inquiéter	inquiéter	VERB	9797	9805	inquiéter	B-bn:00095531v	https://babelnet.org/synset?word=bn:00095531v&lang=FR&langTrans=DE	1	 	 	 	
sérieusement	sérieusement	ADV	9807	9818	sérieusement	B-bn:00114823r	https://babelnet.org/synset?word=bn:00114823r&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	9820	9821	de			 	 	 	 	
l'	le	DET	9823	9824	l'			 	 	 	 	
état	état	NOUN	9825	9828	état	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	9830	9831	de			 	 	1	 	
choses	chose	NOUN	9833	9838	choses	B-bn:00076925n	https://babelnet.org/synset?word=bn:00076925n&lang=FR&langTrans=DE	 	1	1	 	
en	en	ADP	9840	9841	en			 	 	 	 	
Bohême	Bohême	PROPN	9843	9848	Bohême	B-bn:00011813n	https://babelnet.org/synset?word=bn:00011813n&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	9850	9851	et			 	 	 	 	
songe	song	ADJ	9853	9857	songe	B-bn:00083370v	https://babelnet.org/synset?word=bn:00083370v&lang=FR&langTrans=DE	 	1	1	 	
à	à	ADP	9859	9859	à			 	 	 	 	
.	.	PUNCT	9860	9860	.			 	 	 	1	
y	yu	PRON	9862	9862	y			 	 	 	 	
porter	porter	VERB	9864	9869	porter	B-bn:00089252v	https://babelnet.org/synset?word=bn:00089252v&lang=FR&langTrans=DE	1	 	 	 	
remède	remède	NOUN	9871	9876	remède	B-bn:00054133n	https://babelnet.org/synset?word=bn:00054133n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	9877	9877	.			 	 	 	 	
Nous	nous	PRON	9879	9882	Nous			 	 	 	 	
lisons	lire	VERB	9884	9889	lisons	B-bn:00092426v	https://babelnet.org/synset?word=bn:00092426v&lang=FR&langTrans=DE	1	 	 	 	
dans	dan	ADP	9891	9894	dans			 	 	 	 	
la	le	DET	9896	9897	la			 	 	 	 	
Presse	presse	NOUN	9899	9904	Presse	B-bn:00024785n	https://babelnet.org/synset?word=bn:00024785n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	9906	9907	de			 	 	1	 	
Vienne	Vienne	PROPN	9909	9914	Vienne	B-bn:00007269n	https://babelnet.org/synset?word=bn:00007269n&lang=FR&langTrans=DE	 	1	1	 	
:	:	PUNCT	9916	9916	:			 	 	 	 	
«	«	PUNCT	9918	9918	«			 	 	 	 	
Au	au	DET	9920	9921	Au			 	 	 	 	
point	point	NOUN	9923	9927	point	B-bn:00026622n	https://babelnet.org/synset?word=bn:00026622n&lang=FR&langTrans=DE	1	 	 	 	
où	où	PRON	9929	9930	où			 	 	 	 	
les	le	DET	9932	9934	les			 	 	 	 	
choses	chose	NOUN	9936	9941	choses	B-bn:00076925n	https://babelnet.org/synset?word=bn:00076925n&lang=FR&langTrans=DE	1	 	 	 	
en	en	PRON	9943	9944	en			 	 	 	 	
sont	être	AUX	9946	9949	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
arrivées	arriver	VERB	9951	9958	arrivées			 	 	 	 	
en	en	ADP	9960	9961	en			 	 	 	 	
Bohême	Bohême	PROPN	9963	9968	Bohême	B-bn:00011813n	https://babelnet.org/synset?word=bn:00011813n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	9969	9969	,			 	 	 	 	
le	le	PRON	9971	9972	le			 	 	 	 	
partisan	partisan	VERB	9974	9981	partisan	B-bn:00001603n	https://babelnet.org/synset?word=bn:00001603n&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	9983	9984	le			 	 	1	 	
plus	plus	ADV	9986	9989	plus	B-bn:00115880r	https://babelnet.org/synset?word=bn:00115880r&lang=FR&langTrans=DE	 	1	1	 	
déclaré	déclarer	VERB	9991	9997	déclaré	B-bn:00082638v	https://babelnet.org/synset?word=bn:00082638v&lang=FR&langTrans=DE	 	1	1	 	
du	du	DET	9999	10000	du			 	 	 	 	
laisser	laisser	VERB	10002	10008	laisser	B-bn:00090271v	https://babelnet.org/synset?word=bn:00090271v&lang=FR&langTrans=DE	 	1	1	 	
faire	faire	VERB	10010	10014	faire	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	 	1	1	 	
conviendra	convenir	NOUN	10016	10025	conviendra	B-bn:00094581v	https://babelnet.org/synset?word=bn:00094581v&lang=FR&langTrans=DE	1	 	 	 	
ne'	ne'	NUM	10027	10029	ne'			 	 	 	 	
point	point	NOUN	10030	10034	point	B-bn:00026622n	https://babelnet.org/synset?word=bn:00026622n&lang=FR&langTrans=DE	1	 	 	 	
intervenir	intervenir	VERB	10036	10045	intervenir	B-bn:00089817v	https://babelnet.org/synset?word=bn:00089817v&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	10046	10046	,			 	 	 	 	
ce	ce	PRON	10048	10049	ce			 	 	 	 	
serait	être	AUX	10051	10056	serait	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
aider	aider	VERB	10058	10062	aider	B-bn:00082481v	https://babelnet.org/synset?word=bn:00082481v&lang=FR&langTrans=DE	1	 	 	 	
soi-même	soi-même	NOUN	10064	10071	soi-même			 	 	 	 	
à	à	ADP	10073	10073	à			 	 	 	 	
la	le	DET	10075	10076	la			 	 	 	 	
ruine	ruine	NOUN	10078	10082	ruine	B-bn:00068521n	https://babelnet.org/synset?word=bn:00068521n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	10084	10085	de			 	 	 	 	
la	le	DET	10087	10088	la			 	 	 	 	
Constitution	constitution	NOUN	10090	10101	Constitution			 	 	1	 	
.	.	PUNCT	10102	10102	.			 	 	 	 	
Que	que	PRON	10104	10106	Que			 	 	 	 	
faire	faire	VERB	10108	10112	faire	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
?	?	PUNCT	10114	10114	?			 	 	 	 	
celte	celte	NOUN	10116	10120	celte	B-bn:00099426a	https://babelnet.org/synset?word=bn:00099426a&lang=FR&langTrans=DE	 	 	1	1	
question	question	NOUN	10122	10129	question	B-bn:00047208n	https://babelnet.org/synset?word=bn:00047208n&lang=FR&langTrans=DE	1	 	 	 	
s'	si	PRON	10131	10132	s'			 	 	 	 	
impose	imposer	VERB	10133	10138	impose	B-bn:00089630v	https://babelnet.org/synset?word=bn:00089630v&lang=FR&langTrans=DE	 	1	1	 	
si	si	SCONJ	10140	10141	si			 	 	 	 	
impérieusement	impérieusement	ADV	10143	10156	impérieusement	B-bn:00115761r	https://babelnet.org/synset?word=bn:00115761r&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	10158	10160	que			 	 	 	 	
nous	nous	PRON	10162	10165	nous			 	 	 	 	
avons	avoir	AUX	10167	10171	avons	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	1	 	 	 	
été	être	AUX	10173	10175	été	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
surpris	surprendre	VERB	10177	10183	surpris	B-bn:00094403v	https://babelnet.org/synset?word=bn:00094403v&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	10185	10186	de			 	 	 	 	
n'	ne	ADV	10188	10189	n'			 	 	 	 	
y	yu	PRON	10190	10190	y			 	 	 	 	
trouver	trouver	VERB	10192	10198	trouver	B-bn:00084231v	https://babelnet.org/synset?word=bn:00084231v&lang=FR&langTrans=DE	1	 	 	 	
aucune	aucun	DET	10200	10205	aucune			 	 	 	 	
réponse	réponse	NOUN	10207	10213	réponse	B-bn:00004451n	https://babelnet.org/synset?word=bn:00004451n&lang=FR&langTrans=DE	1	 	 	 	
dans	dan	ADP	10215	10218	dans			 	 	 	 	
VAbendpost	VAbendpost	PROPN	10220	10229	VAbendpost			 	 	1	1	
(	(	PUNCT	10231	10231	(			 	 	 	 	
feuille	feuiller	NOUN	10232	10238	feuille	B-bn:00062308n	https://babelnet.org/synset?word=bn:00062308n&lang=FR&langTrans=DE	 	1	1	 	
officielle	officiel	ADJ	10240	10249	officielle	B-bn:00107770a	https://babelnet.org/synset?word=bn:00107770a&lang=FR&langTrans=DE	 	1	1	 	
)	)	PUNCT	10250	10250	)			 	 	 	 	
de	de	ADP	10252	10253	de			 	 	 	 	
jour	jour	NOUN	10255	10258	jour	B-bn:00000086n	https://babelnet.org/synset?word=bn:00000086n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	10259	10259	.			 	 	 	 	
La	le	DET	10261	10262	La			 	 	 	 	
Bohême	Bohême	PROPN	10264	10269	Bohême	B-bn:00011813n	https://babelnet.org/synset?word=bn:00011813n&lang=FR&langTrans=DE	1	 	 	 	
révolutionnée	révolutionner	VERB	10271	10283	révolutionnée			 	 	1	 	
par	par	ADP	10285	10287	par			 	 	 	 	
les	le	DET	10289	10291	les			 	 	 	 	
intrigues	intrigue	NOUN	10293	10301	intrigues	B-bn:00063049n	https://babelnet.org/synset?word=bn:00063049n&lang=FR&langTrans=DE	 	1	1	 	
cléricales	clérical	ADJ	10303	10312	cléricales	B-bn:00099828a	https://babelnet.org/synset?word=bn:00099828a&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	10313	10313	,			 	 	 	 	
féodales	féodal	NOUN	10315	10322	féodales	B-bn:00102914a	https://babelnet.org/synset?word=bn:00102914a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	10323	10323	,			 	 	 	 	
nationales	national	ADJ	10325	10334	nationales	B-bn:00107137a	https://babelnet.org/synset?word=bn:00107137a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	10335	10335	,			 	 	 	 	
—	--	PUNCT	10337	10337	—			 	 	 	 	
et	et	CCONJ	10339	10340	et			 	 	 	 	
le	le	DET	10342	10343	le			 	 	 	 	
gouverneur	gouverneur	NOUN	10345	10354	gouverneur	B-bn:00041204n	https://babelnet.org/synset?word=bn:00041204n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	10356	10357	de			 	 	 	 	
cette	ce	DET	10359	10363	cette			 	 	 	 	
province	province	NOUN	10365	10372	province	B-bn:00064914n	https://babelnet.org/synset?word=bn:00064914n&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	10374	10375	en			 	 	 	 	
congé	congé	NOUN	10377	10381	congé	B-bn:00050462n	https://babelnet.org/synset?word=bn:00050462n&lang=FR&langTrans=DE	1	 	 	 	
!	!	PUNCT	10383	10383	!			 	 	 	 	
Un	un	DET	10385	10386	Un			 	 	 	 	
tel	tel	ADJ	10388	10390	tel			 	 	 	 	
état	état	NOUN	10392	10395	état	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	10397	10398	de			 	 	1	 	
choses	chose	NOUN	10400	10405	choses	B-bn:00076925n	https://babelnet.org/synset?word=bn:00076925n&lang=FR&langTrans=DE	 	1	1	 	
ne	ne	ADV	10407	10408	ne			 	 	 	 	
peut	pouvoir	AUX	10410	10413	peut	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=DE	1	 	 	 	
durer	durer	VERB	10415	10419	durer	B-bn:00087620v	https://babelnet.org/synset?word=bn:00087620v&lang=FR&langTrans=DE	1	 	 	 	
plus	plus	ADV	10421	10424	plus	B-bn:00115880r	https://babelnet.org/synset?word=bn:00115880r&lang=FR&langTrans=DE	1	 	 	 	
longtemps	longtemps	ADV	10426	10434	longtemps	B-bn:00116156r	https://babelnet.org/synset?word=bn:00116156r&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	10435	10435	.			 	 	 	 	
L'	le	DET	10437	10438	L'			 	 	 	 	
adversaire	adversaire	NOUN	10439	10448	adversaire	B-bn:03666488n	https://babelnet.org/synset?word=bn:03666488n&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	10450	10451	le			 	 	 	 	
plus	plus	ADV	10453	10456	plus	B-bn:00115880r	https://babelnet.org/synset?word=bn:00115880r&lang=FR&langTrans=DE	1	 	 	 	
juré	jurer	VERB	10458	10461	juré	B-bn:00083560v	https://babelnet.org/synset?word=bn:00083560v&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	10463	10464	de			 	 	 	 	
toute	tout	DET	10466	10470	toute			 	 	 	 	
bureaucratie	bureaucratie	NOUN	10472	10483	bureaucratie	B-bn:00013955n	https://babelnet.org/synset?word=bn:00013955n&lang=FR&langTrans=DE	1	 	 	 	
avouera	avouer	VERB	10485	10491	avouera			 	 	 	 	
que	que	SCONJ	10493	10495	que			 	 	 	 	
la	le	DET	10497	10498	la			 	 	 	 	
main	main	NOUN	10500	10503	main	B-bn:00042759n	https://babelnet.org/synset?word=bn:00042759n&lang=FR&langTrans=DE	 	1	1	 	
du	du	DET	10505	10506	du			 	 	 	 	
gouvernement	gouvernement	NOUN	10508	10519	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	1	 	 	 	
doit	devoir	VERB	10521	10524	doit	B-bn:00091360v	https://babelnet.org/synset?word=bn:00091360v&lang=FR&langTrans=DE	1	 	 	 	
enfin	enfin	ADV	10526	10530	enfin	B-bn:00114417r	https://babelnet.org/synset?word=bn:00114417r&lang=FR&langTrans=DE	1	 	 	 	
se	se	PRON	10532	10533	se			 	 	 	 	
faire	faire	VERB	10535	10539	faire	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	 	1	1	 	
sentir	sentir	VERB	10541	10546	sentir	B-bn:00087864v	https://babelnet.org/synset?word=bn:00087864v&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	10548	10548	à			 	 	 	 	
Prague	Prague	PROPN	10550	10555	Prague	B-bn:00024930n	https://babelnet.org/synset?word=bn:00024930n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	10556	10556	.			 	 	 	 	
Comment	comment	ADV	10558	10564	Comment	B-bn:00003570n	https://babelnet.org/synset?word=bn:00003570n&lang=FR&langTrans=DE	 	1	1	 	
?	?	PUNCT	10566	10566	?			 	 	 	 	
C'	ce	PRON	10568	10569	C'			 	 	 	 	
est	être	AUX	10570	10572	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
là	là	ADV	10574	10575	là	B-bn:00114427r	https://babelnet.org/synset?word=bn:00114427r&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	10576	10576	,			 	 	 	 	
croyons	croyon	NOUN	10578	10584	croyons			 	 	1	 	
-	-	PUNCT	10585	10585	-			 	 	 	 	
nous	nous	PRON	10586	10589	nous			 	 	 	 	
,	,	PUNCT	10590	10590	,			 	 	 	 	
ce	ce	PRON	10592	10593	ce			 	 	 	 	
qui	qui	PRON	10595	10597	qui			 	 	 	 	
nep	nep	NOUN	10599	10601	nep			 	 	 	 	
^	^	PUNCT	10603	10603	^			 	 	 	1	
t	t	PRON	10605	10605	t			 	 	 	 	
causer	causer	VERB	10607	10612	causer	B-bn:00084699v	https://babelnet.org/synset?word=bn:00084699v&lang=FR&langTrans=DE	1	 	 	 	
de	de	DET	10614	10615	de			 	 	 	 	
grandes	grand	ADJ	10617	10623	grandes	B-bn:00111630a	https://babelnet.org/synset?word=bn:00111630a&lang=FR&langTrans=DE	 	1	1	 	
difficultés	difficulté	NOUN	10625	10635	difficultés	B-bn:00027041n	https://babelnet.org/synset?word=bn:00027041n&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	10637	10637	à			 	 	 	 	
un	un	DET	10639	10640	un			 	 	 	 	
