token	lemma	pos	onset	offset	entity	bablefy_id (iob)	link	TP_MERGE	FP_MERGE	FN_MERGE	OCR_MERGE
que	que	SCONJ	9929	9931							
cette	ce	DET	9933	9937							
confession	confession	NOUN	9939	9948	confession	B-bn:00071344n	https://babelnet.org/synset?word=bn:00071344n&lang=FR&langTrans=EN		1	1	
pratiqué	pratiquer	VERB	9950	9957	pratiqué	B-bn:00082711v	https://babelnet.org/synset?word=bn:00082711v&lang=FR&langTrans=EN	1			
librement	librement	ADV	9959	9967	librement	B-bn:00115450r	https://babelnet.org/synset?word=bn:00115450r&lang=FR&langTrans=EN	1			
son	son	DET	9969	9971							
culte	culte	NOUN	9973	9977	culte	B-bn:13683754a	https://babelnet.org/synset?word=bn:13683754a&lang=FR&langTrans=EN	1			
dans	dan	ADP	9979	9982							
le	le	DET	9984	9985							
chef-lieu	chef-lieu	NOUN	9987	9995	chef-lieu	B-bn:00606205n	https://babelnet.org/synset?word=bn:00606205n&lang=FR&langTrans=EN	1			
du	du	DET	9997	9998							
canton	canton	NOUN	10000	10005						1	
de	de	ADP	10007	10008							
Lueerne	Lueerne	PROPN	10010	10016						1	1
.	.	PUNCT	10017	10017							
