token	lemma	pos	onset	offset	entity	babelfy_id	link_to_synset	TP	FP	FN	OCR	FN and OCR
schönen	schön	ADJ	83	89	schönen	B-bn:00098286a	https://babelnet.org/synset?word=bn:00098286a&lang=DE&langTrans=DE	1				0
Monographie	Monographie	NOUN	91	101	Monographie	B-bn:00055716n	https://babelnet.org/synset?word=bn:00055716n&lang=DE&langTrans=DE	1				0
entnommen	entnehmen	VERB	103	111	entnommen	B-bn:00087243v	https://babelnet.org/synset?word=bn:00087243v&lang=DE&langTrans=DE		1	1		0
die	der	DET	113	115								0
Prof	Prof	PROPN	117	120	Prof	B-bn:00064601n	https://babelnet.org/synset?word=bn:00064601n&lang=DE&langTrans=DE		1	1		0
Dr	Dr	X	122	123	Dr	B-bn:00027995n	https://babelnet.org/synset?word=bn:00027995n&lang=DE&langTrans=DE		1	1		0
H	H	X	125	125						1		0
Ed	Ed	PROPN	127	128	Ed	B-bn:03875751n	https://babelnet.org/synset?word=bn:03875751n&lang=DE&langTrans=DE		1	1		0
Fierz	Fierz	NOUN	130	134						1		0
E	E	X	0	0						1		0
TH	TH	PROPN	2	3	TH	B-bn:00028009n	https://babelnet.org/synset?word=bn:00028009n&lang=DE&langTrans=DE		1	1		0
Zürich	Zürich	PROPN	5	10						1		0
der	der	DET	12	14								0
Runstseide	Runstseide	NOUN	16	25						1	1	1
gewidmet	widmen	VERB	27	34	gewidmet	B-bn:00085427v	https://babelnet.org/synset?word=bn:00085427v&lang=DE&langTrans=DE	1				0
hat	haben	AUX	36	38								0
Verlag	Verlag	NOUN	0	5	Verlag	B-bn:00065111n	https://babelnet.org/synset?word=bn:00065111n&lang=DE&langTrans=DE	1				0
Gebr	Gebr	PROPN	7	10						1		0
Fretx	Fretx	PROPN	12	16						1		0
Zürich	Zürich	PROPN	18	23	Zürich	B-bn:00082104n	https://babelnet.org/synset?word=bn:00082104n&lang=DE&langTrans=DE	1				0
1930	1930	NUM	25	28								0
												
												
							TOTAL	396.00	184.00	601.00	128.00	125.00
								Precision	68.28%		Korrelation	20.80%
								Recall	39.72%			
								F-Mass	50.22%			
